Title,Location,Company,Salary,Sponsored,Description
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,"

Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
"
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,"

Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.
Temporarily due to COVID-19.
"
"IT Data & Analytics Developer (Indore, India Office)","Indore, Madhya Pradesh","BioUrja Trading, LLC",₹358 - ₹438 an hour,Organic,"

Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
IT Data & Analytics Developer - Indore, India.
"
Senior SQL Data Analyst,"Noida, Uttar Pradesh",DeepR Analytics,"₹6,00,000 - ₹12,00,000 a year",Organic,"

Querying historical high-frequency market data to identify price patterns.
Hands-on experience with large scale data warehousing and analytics projects.
"
Machine Learning Engineer (Contract),"Coimbatore, Tamil Nadu",Research Grid Ltd,"₹50,000 a month",Organic,"

Collaborate with a team of software engineers and data scientists.
Plan and manage data projects.
Ensure data quality and integrity.
"
Data Scientist - BluePlanet Enterprise,"Pune, Maharashtra",Ciena,None,Organic,"

The right candidate will be an experimented data scientist with expertise in enterprise L2/L3 networks, and a track record of delivering data-driven products in…
"
Data Scientist,"Pune, Maharashtra",Evolent Health,None,Organic,"

You’ll join a team of data scientists, analysts, and software engineers working to push the boundaries of data science in health care.
It’s Time For A Change….
"
Data Scientist: Advanced Analytics,"Bengaluru, Karnataka",IBM,None,Organic,"

2+ years of data engineering and data science experience.
Implement quantum approaches, which includes data pre-/post-processing, running numerics and…
"
Data & Analytics Tech - EDM - Associate 2 - Bangalore,"Bengaluru, Karnataka",PwC,None,Organic,"

Connecting to data sources, importing data and transforming data for Business Intelligence.
Good understanding the star schema and data models in the existing…
"
Data Scientist,"Chennai, Tamil Nadu",Menorah Personnel Management India Private,None,Organic,"

Hand-on R programming skills.
Hand-on R programming skills.
Should be comfortable with implementing advanced Machine Learning (ML) methods.
"
User & Business Monetization - Associate Data Scientist,"Bengaluru, Karnataka",Truecaller,None,Organic,"

We are looking for a data scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter.
"
Data Scientist,"Bengaluru, Karnataka",Big Data BizViz (BizViz Technologies Pvt. Ltd),None,Organic,"

3+ years of experience in using statistical and data mining techniques to solve real business problems.
Analyze data sets to summarize, identify trends, predict…
"
Titles (Data analytics),"Ahmedabad, Gujarat",ascendum kps pvt ltd,"₹1,00,000 - ₹1,10,000 a year",Organic,"

Title Description –Process Associate (Titles) – International.
Ø Pleasant, Courteous and Professional manner.
Ø Selection of understandable flowing language.
"
Clinical Data Analyst,"Bengaluru, Karnataka",Navitas Life Sciences,None,Organic,"

Should be able to train new resources in data standardization processes.
Should be able to create data definition files and Case Report Forms annotated to the…
"
Senior Data Scientist,"Hyderabad, Telangana",Novartis,None,Organic,"

20 petabytes of data across 30 data domain across the whole bio-pharma value chain waiting for you to unlock the next breakthrough in medicine.
"
Data Lake Developer,"Bengaluru, Karnataka",Mylan,"₹15,00,000 - ₹23,00,000 a year",Organic,"

Create data tools / products for analytics and data scientist team members that assist them in building and innovative solutions that drive tangible business…
"
Data Engineer,"Bengaluru, Karnataka","Ultramatics, Inc.",None,Organic,"

Create the next generation data and analytics tools to power digital transformation for analytics and data scientist team members.
Temporarily due to COVID-19.
"
